LAMMPS data file via write_data, version 8 Feb 2023, timestep = 500042

300 atoms
2 atom types
200 bonds
1 bond types
100 angles
1 angle types

-7.4081837024176584 7.4081837024176584 xlo xhi
-7.4081837024176584 7.4081837024176584 ylo yhi
-7.4081837024176584 7.4081837024176584 zlo zhi

Masses

1 15.9994
2 1.008

Atoms # full

32 11 2 0.4238 -2.483044672354364 -3.9436965997145688 -5.802002431794064 0 0 0
59 20 2 0.4238 -5.437539603876102 -4.2265807951192995 -1.9981971780567611 0 0 0
225 75 2 0.4238 -6.601402795409245 -1.673118721585655 -1.2769671269570957 1 0 0
11 4 2 0.4238 -1.3787263290151297 -3.0605719707227035 -3.616337906609427 0 0 0
60 20 2 0.4238 -4.559145266028655 -5.577834013879013 -1.7373781359950744 0 0 0
247 83 1 -0.8476 -5.861600455097668 -5.999883698507444 -6.140155311501767 1 1 0
33 11 2 0.4238 -3.7453821954749937 -3.2638222315101255 -5.02113386881514 0 0 0
2 1 2 0.4238 -1.442661853609375 -1.4665013804146094 -5.864302079679324 0 0 0
58 20 1 -0.8476 -4.5118775061942875 -4.599627457505119 -1.9384982923249023 0 0 0
144 48 2 0.4238 -5.270615526849582 -1.9782101441770423 -6.338593830899272 0 0 0
10 4 1 -0.8476 -0.48217604024411587 -2.8285795296965976 -3.239578379414975 0 0 0
87 29 2 0.4238 -0.4582615576825831 -3.3773067588355556 -6.456640380906347 0 0 1
185 62 2 0.4238 -1.5344493688341871 -1.7227850529110496 -0.9820285059134027 0 0 0
92 31 2 0.4238 -3.5372079460502697 -2.7960909130880975 -1.9422418935057133 0 0 0
95 32 2 0.4238 -4.746522585711244 -7.0548026745122785 -6.930904030999267 0 1 0
93 31 2 0.4238 -3.924367284663722 -1.846152933655352 -3.212361789162289 0 0 0
223 75 1 -0.8476 -5.882317821677691 -0.9789993498613827 -1.2507698295612364 1 0 0
249 83 2 0.4238 -5.524527589488434 -5.2977843377886655 -5.513251415345201 1 1 0
31 11 1 -0.8476 -2.8247571220375134 -3.638533268454722 -4.913363695196616 0 0 0
91 31 1 -0.8476 -3.6144347662001373 -1.8519190772581062 -2.2618467170814065 0 0 0
248 83 2 0.4238 -6.782455818378533 -6.276754580791031 -5.866401534211538 1 1 0
143 48 2 0.4238 -6.295791668118035 -2.360517000721198 -5.126845418506501 0 0 0
71 24 2 0.4238 -3.3007831280367594 -4.533242295011596 -0.5651604102022881 0 0 0
224 75 2 0.4238 -5.104497961314639 -1.284084025138208 -1.799850070690707 1 0 0
142 48 1 -0.8476 -5.518526180603499 -2.678420936565283 -5.669401045693676 0 0 0
1 1 1 -0.8476 -2.1222988385848436 -0.7383520925080925 -5.950714970541766 0 0 0
39 13 2 0.4238 -3.579731428836483 -7.266631815929764 -3.0918032114977185 0 0 0
189 63 2 0.4238 -0.14386065134056675 -6.964248071493438 -3.25896533002297 0 0 0
184 62 1 -0.8476 -1.4234082594508854 -2.014359695308345 -0.03217291568415791 0 0 0
85 29 1 -0.8476 -0.026485007180982612 -2.577728754610387 -6.039728634044188 0 0 1
37 13 1 -0.8476 -3.9727211904378037 -7.238622936610009 -2.1729195791036418 0 0 0
3 1 2 0.4238 -2.0935080501561556 -0.3638806358503231 -6.877277056541868 0 0 0
46 16 1 -0.8476 -3.874081609401473 -3.3716377575709506 4.785370978914522 0 0 0
275 92 2 0.4238 -5.585041895338518 -6.281054590087447 0.41125757539634283 1 1 0
44 15 2 0.4238 -1.8494194143030147 -4.79941307444838 6.7597229834208274 0 0 -1
62 21 2 0.4238 -6.755263698972684 -4.232908924345353 1.1844223470057194 0 0 0
264 88 2 0.4238 -5.034298974911363 -5.454560883198148 2.28543224980319 0 1 -1
89 30 2 0.4238 -6.5808548999503245 -1.4673969768902733 1.7897770752298192 0 0 0
263 88 2 0.4238 -3.5485806743180066 -4.863350257727942 1.9559045807035835 0 1 -1
107 36 2 0.4238 -4.128929787530054 -0.375872690268061 6.778276554882359 0 0 -1
79 27 1 -0.8476 -1.3617698631231947 -7.067458914521917 0.19904550929758696 0 0 0
90 30 2 0.4238 -5.948986302606027 -0.5992489756289474 0.5599229597318405 0 0 0
30 10 2 0.4238 -1.3616662873993437 -6.8501547391505735 5.703052410753508 0 0 -1
47 16 2 0.4238 -4.61601379371731 -3.4183617651739735 5.453895034390415 0 0 0
72 24 2 0.4238 -2.337514024857213 -3.5938690191736127 0.3595941851585405 0 0 0
88 30 1 -0.8476 -6.266491395987537 -0.561363135957223 1.5071978736384775 0 0 0
121 41 1 -0.8476 -3.6766131033360563 -0.6675648515770306 3.900121253480138 0 0 0
114 38 2 0.4238 -1.7870149767990902 -0.7856279350790328 1.3461997289920222 0 0 0
273 91 2 0.4238 -3.3704621039460125 -5.739336946484919 4.797755865393477 0 1 0
22 8 1 -0.8476 -5.95837695928188 -4.018655208424756 6.483002926826176 0 0 -1
122 41 2 0.4238 -3.1331558251986036 -0.7028732389815741 3.0616795056059996 0 0 0
276 92 2 0.4238 -6.411057865695137 -6.827439256653587 1.7091952037592815 1 1 0
271 91 1 -0.8476 -3.2414896380673697 -6.620575794660292 5.252020026189075 0 1 0
70 24 1 -0.8476 -2.8967592732198897 -4.422438747751144 0.34261832698534467 0 0 0
262 88 1 -0.8476 -4.177952752646399 -5.129128398209722 2.68585370464991 0 1 -1
112 38 1 -0.8476 -1.5188970532555923 -0.14086608334559508 2.061717496545552 0 0 0
48 16 2 0.4238 -4.1169608248378715 -3.911552467618737 3.979720492810139 0 0 0
